Ticker,Name,Weight,Shares,Price
NWHM UN Equity,New Home Co Inc/The,--,--,10.67
CALM UW Equity,Cal-Maine Foods Inc,--,--,38.54
PEBO UW Equity,Peoples Bancorp Inc/OH,--,--,24.59
ESS UN Equity,Essex Property Trust Inc,--,--,222.7
ISCA UW Equity,International Speedway Corp,--,--,33.42
GEO UN Equity,GEO Group Inc/The,--,--,23.78
OPB UW Equity,Opus Bank,--,--,35.37
CLI UN Equity,Mack-Cali Realty Corp,--,--,27.22
LGF/A UN Equity,Lions Gate Entertainment Corp,--,--,19.99
9876444D UN Equity,Knight Transportation Inc,--,--,28.69
O UN Equity,Realty Income Corp,--,--,66.93
REV UN Equity,Revlon Inc,--,--,36.78
NSIT UW Equity,Insight Enterprises Inc,--,--,32.55
PYXSQ UN Equity,Old Holdco Inc,--,--,19.12
PFIS UW Equity,Peoples Financial Services Corp,--,--,40.76
NWBI UW Equity,Northwest Bancshares Inc,--,--,15.71
RWT UN Equity,Redwood Trust Inc,--,--,14.16
WVE UQ Equity,WaVe Life Sciences Ltd,--,--,32.47
VECO UW Equity,Veeco Instruments Inc,--,--,19.63
NAT UN Equity,Nordic American Tankers Ltd,--,--,10.11
ANDE UW Equity,Andersons Inc/The,--,--,36.18
BRKS UW Equity,Brooks Automation Inc,--,--,13.61
FMSA UN Equity,Fairmount Santrol Holdings Inc,--,--,8.48
RCII UW Equity,Rent-A-Center Inc/TX,--,--,12.64
NATI UW Equity,National Instruments Corp,--,--,28.4
IBOC UW Equity,International Bancshares Corp,--,--,29.78
RSYS UW Equity,Radisys Corp,--,--,5.345
HLIT UW Equity,Harmonic Inc,--,--,5.93
LSI UN Equity,Life Storage Inc,--,--,88.94
MD UN Equity,MEDNAX Inc,--,--,66.25
CENX UW Equity,Century Aluminum Co,--,--,6.95
ALSN UN Equity,Allison Transmission Holdings Inc,--,--,28.68
AEIS UW Equity,Advanced Energy Industries Inc,--,--,47.32
ANH UN Equity,Anworth Mortgage Asset Corp,--,--,4.92
CRRTQ UN Equity,CARBO Ceramics Inc,--,--,10.94
NNBR UW Equity,NN Inc,--,--,18.25
TCS UN Equity,Container Store Group Inc/The,--,--,5.02
AMNB UW Equity,American National Bankshares Inc,--,--,27.95
9990201D UW Equity,Dime Community Bancshares Inc/NY,--,--,16.76
ATLO UR Equity,Ames National Corp,--,--,27.66
THG UN Equity,Hanover Insurance Group Inc/The,--,--,75.42
ARTNA UW Equity,Artesian Resources Corp,--,--,28.54
GEOS UW Equity,Geospace Technologies Corp,--,--,19.48
RASFQ UN Equity,RAIT Financial Trust,--,--,3.38
CCNE UW Equity,CNB Financial Corp/PA,--,--,21.16
KODK UN Equity,Eastman Kodak Co,--,--,15
LKFN UW Equity,Lakeland Financial Corp,--,--,35.42
CARA UQ Equity,Cara Therapeutics Inc,--,--,8.35
SWM UN Equity,Schweitzer-Mauduit International Inc,--,--,38.56
MFA UN Equity,MFA Financial Inc,--,--,7.48
FCBC UW Equity,First Community Bankshares Inc,--,--,24.8
HOPE UW Equity,Hope Bancorp Inc,--,--,17.37
HAFC UW Equity,Hanmi Financial Corp,--,--,26.34
CHCT UN Equity,Community Healthcare Trust Inc,--,--,21.92
IM UN Equity,Ingram Micro Inc,--,--,35.66
MCF UA Equity,Contango Oil & Gas Co,--,--,10.22
HUBG UW Equity,Hub Group Inc,--,--,40.76
NXRT UN Equity,NexPoint Residential Trust Inc,--,--,19.66
VMW UN Equity,VMware Inc,--,--,73.35
JAKK UW Equity,JAKKS Pacific Inc,--,--,8.64
NKSH UR Equity,National Bankshares Inc,--,--,36.78
STRA UW Equity,Strategic Education Inc,--,--,46.68
MPAA UW Equity,Motorcar Parts of America Inc,--,--,28.78
HIBB UW Equity,Hibbett Sports Inc,--,--,39.9
NCI UN Equity,Navigant Consulting Inc,--,--,20.22
AMSF UW Equity,AMERISAFE Inc,--,--,58.78
TGI UN Equity,Triumph Group Inc,--,--,27.88
AHH UN Equity,Armada Hoffler Properties Inc,--,--,13.4
UNFI UW Equity,United Natural Foods Inc,--,--,40.04
HLX UN Equity,Helix Energy Solutions Group Inc,--,--,8.13
WTFC UW Equity,Wintrust Financial Corp,--,--,55.57
VAC UN Equity,Marriott Vacations Worldwide Corp,--,--,73.32
VSAT UW Equity,Viasat Inc,--,--,74.65
RSTI UW Equity,Rofin-Sinar Technologies Inc,--,--,32.18
DCOM UW Equity,Dime Community Bancshares Inc,--,--,28.59
KRC UN Equity,Kilroy Realty Corp,--,--,69.35
CCBG UW Equity,Capital City Bank Group Inc,--,--,14.77
ADC UN Equity,Agree Realty Corp,--,--,49.44
SPTN UW Equity,SpartanNash Co,--,--,28.92
SKYW UW Equity,SkyWest Inc,--,--,26.41
UMPQ UW Equity,Umpqua Holdings Corp,--,--,15.05
CXW UN Equity,CoreCivic Inc,--,--,13.87
KOS UN Equity,Kosmos Energy Ltd,--,--,6.41
ATRA UW Equity,Atara Biotherapeutics Inc,--,--,21.39
BCOR UW Equity,Blucora Inc,--,--,11.2
OSIS UW Equity,OSI Systems Inc,--,--,65.38
AT UN Equity,Atlantic Power Corp,--,--,2.47
PFSI UN Equity,PennyMac Financial Services Inc,--,--,17.01
GPORQ UW Equity,Gulfport Energy Corp,--,--,28.25
FARO UW Equity,FARO Technologies Inc,--,--,35.95
EPR UN Equity,EPR Properties,--,--,78.74
EQY UN Equity,Equity One Inc,--,--,30.61
9999998D UN Equity,Seadrill Ltd/old,--,--,2.37
ACR UN Equity,ACRES Commercial Realty Corp,--,--,12.81
NIHD UW Equity,NII Holdings Inc,--,--,3.33
DHT UN Equity,DHT Holdings Inc,--,--,4.19
JBLU UW Equity,JetBlue Airways Corp,--,--,17.24
DRQ UN Equity,Dril-Quip Inc,--,--,55.74
BMRC UR Equity,Bank of Marin Bancorp,--,--,49.73
URI UN Equity,United Rentals Inc,--,--,78.49
SAVE UW Equity,Spirit Airlines Inc,--,--,42.53
MKSI UW Equity,MKS Instruments Inc,--,--,49.73
INGR UN Equity,Ingredion Inc,--,--,133.06
BRKL UW Equity,Brookline Bancorp Inc,--,--,12.19
SMBC UQ Equity,Southern Missouri Bancorp Inc,--,--,24.9
EQBK UW Equity,Equity Bancshares Inc,--,--,25.94
MRCY UW Equity,Mercury Systems Inc,--,--,24.57
CYS UN Equity,CYS Investments Inc,--,--,8.72
AMSG UW Equity,Amsurg Corp,--,--,67.05
VYGR UW Equity,Voyager Therapeutics Inc,--,--,12.01
LHO UN Equity,LaSalle Hotel Properties,--,--,23.87
HSII UW Equity,Heidrick & Struggles International Inc,--,--,18.55
HZO UN Equity,MarineMax Inc,--,--,20.95
ARR UN Equity,ARMOUR Residential REIT Inc,--,--,22.54
CIM UN Equity,Chimera Investment Corp,--,--,15.95
KFY UN Equity,Korn Ferry,--,--,21
CPA UN Equity,Copa Holdings SA,--,--,87.93
PVTB UW Equity,PrivateBancorp Inc,--,--,45.92
TGH UN Equity,Textainer Group Holdings Ltd,--,--,7.49
UAL UN Equity,United Airlines Holdings Inc,--,--,52.47
KIRK UW Equity,Kirkland's Inc,--,--,12.18
DNOW UN Equity,NOW Inc,--,--,21.43
DAL UN Equity,Delta Air Lines Inc,--,--,39.36
CNC UN Equity,Centene Corp,--,--,66.96
MDCO UW Equity,Medicines Co/The,--,--,37.74
TNK UN Equity,Teekay Tankers Ltd,--,--,2.53
EPAY UW Equity,Bottomline Technologies DE Inc,--,--,23.31
EWBC UW Equity,East West Bancorp Inc,--,--,36.71
LPI UN Equity,Laredo Petroleum Inc,--,--,12.9
IVR UN Equity,Invesco Mortgage Capital Inc,--,--,15.23
NLSN UN Equity,Nielsen Holdings PLC,--,--,53.57
UCBI UW Equity,United Community Banks Inc/GA,--,--,21.02
PMT UN Equity,PennyMac Mortgage Investment Trust,--,--,15.58
ECPG UW Equity,Encore Capital Group Inc,--,--,22.48
SSINQ UN Equity,Stage Stores Inc,--,--,5.61
CIR UN Equity,CIRCOR International Inc,--,--,59.56
STWD UN Equity,Starwood Property Trust Inc,--,--,22.52
TWO UN Equity,Two Harbors Investment Corp,--,--,8.53
VIA UW Equity,Viacom Inc,--,--,42.82
VVC UN Equity,Vectren Corp,--,--,50.2
1627503D UN Equity,Colony Capital Inc/Old,--,--,18.23
RGP UW Equity,Resources Connection Inc,--,--,14.94
ARI UN Equity,Apollo Commercial Real Estate Finance In,--,--,16.37
HDNG UW Equity,Hardinge Inc,--,--,11.13
9749933D UN Equity,Gannett Media Corp,--,--,11.64
INVN UN Equity,InvenSense Inc,--,--,7.42
ACM UN Equity,AECOM,--,--,29.73
AVAV UW Equity,AeroVironment Inc,--,--,24.41
STNG UN Equity,Scorpio Tankers Inc,--,--,4.63
CLMS UW Equity,Calamos Asset Management Inc,--,--,6.82
GHL UN Equity,Greenhill & Co Inc,--,--,23.57
ABCB UW Equity,Ameris Bancorp,--,--,34.95
1859004D UW Equity,ILG LLC,--,--,17.17
NCIT UW Equity,NCI Inc,--,--,11.57
XHR UN Equity,Xenia Hotels & Resorts Inc,--,--,15.18
NTCT UW Equity,NetScout Systems Inc,--,--,29.25
CMRE UN Equity,Costamare Inc,--,--,9.14
PENN UW Equity,Penn National Gaming Inc,--,--,13.57
PRFT UW Equity,Perficient Inc,--,--,20.15
UTHR UW Equity,United Therapeutics Corp,--,--,118.08
WCG UN Equity,WellCare Health Plans Inc,--,--,117.09
ARIA UW Equity,ARIAD Pharmaceuticals Inc,--,--,13.69
TDY UN Equity,Teledyne Technologies Inc,--,--,107.93
MITT UN Equity,AG Mortgage Investment Trust Inc,--,--,15.75
OMF UN Equity,OneMain Holdings Inc,--,--,30.95
DKS UN Equity,Dick's Sporting Goods Inc,--,--,56.72
HPE UN Equity,Hewlett Packard Enterprise Co,--,--,22.75
MANT UW Equity,ManTech International Corp/VA,--,--,37.69
GBX UN Equity,Greenbrier Cos Inc/The,--,--,35.3
ENDP UW Equity,Endo International PLC,--,--,20.15
CCMP UW Equity,CMC Materials Inc,--,--,52.91
MN UN Equity,Manning & Napier Inc,--,--,7.09
SNECQ UN Equity,Mesquite Energy Inc,--,--,8.84
ITGR UN Equity,Integer Holdings Corp,--,--,21.69
MLR UN Equity,Miller Industries Inc/TN,--,--,22.79
NYRT UN Equity,New York REIT Liquidating LLC,--,--,9.15
PNFP UW Equity,Pinnacle Financial Partners Inc,--,--,54.08
TTMI UW Equity,TTM Technologies Inc,--,--,11.45
NOG UA Equity,Northern Oil and Gas Inc,--,--,2.68
FCFP UR Equity,First Community Financial Partners Inc,--,--,9.52
AUTO UR Equity,AutoWeb Inc,--,--,17.8
NTGR UW Equity,NETGEAR Inc,--,--,60.49
BKMU UW Equity,Bank Mutual Corp,--,--,7.68
CPLA UW Equity,Capella Education Co,--,--,58.04
SNX UN Equity,SYNNEX Corp,--,--,114.11
FSP UA Equity,Franklin Street Properties Corp,--,--,12.6
FR UN Equity,First Industrial Realty Trust Inc,--,--,28.22
PGC UW Equity,Peapack-Gladstone Financial Corp,--,--,22.41
NSR UN Equity,NeuStar Inc,--,--,26.59
LNG UA Equity,Cheniere Energy Inc,--,--,43.6
VALU UR Equity,Value Line Inc,--,--,16.24
KND UN Equity,Kindred Healthcare LLC,--,--,10.22
ENVA UN Equity,Enova International Inc,--,--,9.68
BGFV UW Equity,Big 5 Sporting Goods Corp,--,--,13.62
ORIT UW Equity,Oritani Financial Corp,--,--,15.72
CMP UN Equity,Compass Minerals International Inc,--,--,73.7
CUNB UR Equity,CU Bancorp/Los Angeles CA,--,--,22.81
ENS UN Equity,EnerSys,--,--,69.19
VSI UN Equity,Vitamin Shoppe Inc,--,--,26.85
SPWH UW Equity,Sportsman's Warehouse Holdings Inc,--,--,10.52
SAFT UW Equity,Safety Insurance Group Inc,--,--,67.22
RRGB UW Equity,Red Robin Gourmet Burgers Inc,--,--,44.94
DXPE UW Equity,DXP Enterprises Inc/TX,--,--,28.19
SPOK UW Equity,Spok Holdings Inc,--,--,17.82
WMC UN Equity,Western Asset Mortgage Capital Corp,--,--,10.42
HEOP UR Equity,Heritage Oaks Bancorp,--,--,8.2
ZEUS UW Equity,Olympic Steel Inc,--,--,22.1
PFS UN Equity,Provident Financial Services Inc,--,--,21.23
PRAA UW Equity,PRA Group Inc,--,--,34.54
IPCC UW Equity,Infinity Property and Casualty Corp,--,--,82.63
AHL UN Equity,Aspen Insurance Holdings Ltd,--,--,46.59
MOH UN Equity,Molina Healthcare Inc,--,--,58.32
PIPR UN Equity,Piper Sandler Cos,--,--,48.3
USAT UQ Equity,USA Technologies Inc,--,--,5.605
HTA UN Equity,Healthcare Trust of America Inc,--,--,32.62
ASB UN Equity,Associated Banc-Corp,--,--,19.59
GSAT UA Equity,Globalstar Inc,--,--,1.21
DTLK UW Equity,Datalink Corp,--,--,10.61
SBNY UW Equity,Signature Bank/New York NY,--,--,118.45
CAB UN Equity,Cabela's Inc,--,--,54.93
STRT UQ Equity,Strattec Security Corp,--,--,35.3
ACC UN Equity,American Campus Communities Inc,--,--,50.87
PLPC UW Equity,Preformed Line Products Co,--,--,42.17
FLXS UW Equity,Flexsteel Industries Inc,--,--,51.72
IBKC UW Equity,IBERIABANK Corp,--,--,67.12
MBFI UW Equity,MB Financial Inc,--,--,38.04
HBNC UW Equity,Horizon Bancorp Inc/IN,--,--,29.38
MPW UN Equity,Medical Properties Trust Inc,--,--,14.77
CVLG UW Equity,Covenant Logistics Group Inc,--,--,19.33
DRH UN Equity,DiamondRock Hospitality Co,--,--,9.1
LION UW Equity,Fidelity Southern Corp,--,--,18.39
SASR UW Equity,Sandy Spring Bancorp Inc,--,--,30.58
GBL UN Equity,GAMCO Investors Inc,--,--,28.47
RLGY UN Equity,Realogy Holdings Corp,--,--,25.86
HAYN UW Equity,Haynes International Inc,--,--,37.11
ERINQ UA Equity,Erin Energy Corp,--,--,2.35
LQDT UW Equity,Liquidity Services Inc,--,--,11.24
PPBI UW Equity,Pacific Premier Bancorp Inc,--,--,26.46
TRK UN Equity,Speedway Motorsports LLC,--,--,17.86
SILC UW Equity,Silicom Ltd,--,--,41.4
NWE UN Equity,NorthWestern Corp,--,--,57.53
KOP UN Equity,Koppers Holdings Inc,--,--,32.18
LHCG UW Equity,LHC Group Inc,--,--,36.88
CDTX UQ Equity,Cidara Therapeutics Inc,--,--,11.45
ZUMZ UW Equity,Zumiez Inc,--,--,18
BHB UA Equity,Bar Harbor Bankshares,--,--,36.72
KS UN Equity,KapStone Paper and Packaging Corp,--,--,18.92
NVEC UR Equity,NVE Corp,--,--,58.94
THS UN Equity,TreeHouse Foods Inc,--,--,87.19
CBZ UN Equity,CBIZ Inc,--,--,11.19
SYX UN Equity,Systemax Inc,--,--,7.92
ACNB UR Equity,ACNB Corp,--,--,26.58
YDKN UN Equity,Yadkin Financial Corp,--,--,26.29
KALU UW Equity,Kaiser Aluminum Corp,--,--,86.49
SMCI UW Equity,Super Micro Computer Inc,--,--,23.37
PWOD UW Equity,Penns Woods Bancorp Inc,--,--,44.46
IBKR UW Equity,Interactive Brokers Group Inc,--,--,35.27
BANR UW Equity,Banner Corp,--,--,43.74
EIG UN Equity,Employers Holdings Inc,--,--,29.83
LL UN Equity,Lumber Liquidators Holdings Inc,--,--,19.67
ORN UN Equity,Orion Group Holdings Inc,--,--,6.85
PMC UN Equity,PharMerica Corp,--,--,28.07
AIR UN Equity,AAR Corp,--,--,31.32
APEI UW Equity,American Public Education Inc,--,--,19.81
POR UN Equity,Portland General Electric Co,--,--,42.59
YORW UW Equity,York Water Co/The,--,--,29.66
NX UN Equity,Quanex Building Products Corp,--,--,17.26
CMCO UW Equity,Columbus McKinnon Corp/NY,--,--,17.84
FAF UN Equity,First American Financial Corp,--,--,39.28
LNDC UW Equity,Landec Corp,--,--,13.41
IDT UN Equity,IDT Corp,--,--,17.24
CASS UW Equity,Cass Information Systems Inc,--,--,56.65
KVHI UW Equity,KVH Industries Inc,--,--,8.81
UHAL UW Equity,AMERCO,--,--,324.23
KRA UN Equity,Kraton Corp,--,--,35.04
PFBI UQ Equity,Premier Financial Bancorp Inc,--,--,17.14
LMOS UW Equity,Lumos Networks Corp,--,--,14
1868126D UW Equity,Exactech Inc,--,--,27.03
RUSHA UW Equity,Rush Enterprises Inc,--,--,24.48
OLBK UR Equity,Old Line Bancshares Inc,--,--,19.73
TSC UW Equity,TriState Capital Holdings Inc,--,--,16.15
NGVT UN Equity,Ingevity Corp,--,--,46.1
GWR UN Equity,Genesee & Wyoming Inc,--,--,68.95
OCFC UW Equity,OceanFirst Financial Corp,--,--,19.26
FFG UN Equity,FBL Financial Group Inc,--,--,63.97
CZNC UR Equity,Citizens & Northern Corp,--,--,21.97
CVLY UQ Equity,Codorus Valley Bancorp Inc,--,--,21.88
FET UN Equity,Forum Energy Technologies Inc,--,--,19.86
CBF UW Equity,Capital Bank Financial Corp,--,--,32.11
MRC UN Equity,MRC Global Inc,--,--,16.43
SRC UN Equity,Spirit Realty Capital Inc,--,--,13.33
MSBI UW Equity,Midland States Bancorp Inc,--,--,25.34
XPER UW Equity,Xperi Holding Corp,--,--,38.44
FANG UW Equity,Diamondback Energy Inc,--,--,96.54
AIT UN Equity,Applied Industrial Technologies Inc,--,--,46.74
MGI UW Equity,MoneyGram International Inc,--,--,7.1
FNBCQ UW Equity,First NBC Bank Holding Co,--,--,9.44
NOVT UW Equity,Novanta Inc,--,--,17.35
SHOS UR Equity,Sears Hometown and Outlet Stores Inc,--,--,4.93
WBT UN Equity,Welbilt Inc,--,--,16.22
AC UN Equity,Associated Capital Group Inc,--,--,35.46
DMTX UW Equity,Dimension Therapeutics Inc,--,--,7.99
NYMT UW Equity,New York Mortgage Trust Inc,--,--,6.02
COTY UN Equity,Coty Inc,--,--,23.5
CTT UN Equity,CatchMark Timber Trust Inc,--,--,11.69
LCI UN Equity,Lannett Co Inc,--,--,26.57
AJG UN Equity,Arthur J Gallagher & Co,--,--,50.87
SYKE UW Equity,Sykes Enterprises Inc,--,--,28.13
GCP UN Equity,GCP Applied Technologies Inc,--,--,28.32
ESPR UQ Equity,Esperion Therapeutics Inc,--,--,13.85
WCIC UN Equity,WCI Communities Inc,--,--,23.72
CPF UN Equity,Central Pacific Financial Corp,--,--,25.19
IBCP UW Equity,Independent Bank Corp/MI,--,--,16.83
CACB UR Equity,Cascade Bancorp,--,--,6.06
WNC UN Equity,Wabash National Corp,--,--,14.24
YELL UW Equity,Yellow Corp,--,--,12.32
AKBA UQ Equity,Akebia Therapeutics Inc,--,--,9.05
FBC UN Equity,Flagstar Bancorp Inc,--,--,27.75
ARMK UN Equity,Aramark,--,--,38.03
HLT UN Equity,Hilton Worldwide Holdings Inc,--,--,22.93
DVMT UN Equity,Dell Technologies Inc Class V,--,--,47.8
NETI UN Equity,Eneti Inc,--,--,3.46
UVSP UW Equity,Univest Financial Corp,--,--,23.36
HOV UN Equity,Hovnanian Enterprises Inc,--,--,1.69
ACLS UW Equity,Axcelis Technologies Inc,--,--,13.28
AROW UW Equity,Arrow Financial Corp,--,--,32.83
BSET UW Equity,Bassett Furniture Industries Inc,--,--,23.25
1523873D UN Equity,BBX Capital Corp /Old,--,--,20.63
MTOR UN Equity,Meritor Inc,--,--,11.13
OSG UN Equity,Overseas Shipholding Group Inc,--,--,10.57
SSNI UN Equity,Itron Networked Solutions Inc,--,--,14.18
COB UR Equity,CommunityOne Bancorp,--,--,13.84
BHLB UN Equity,Berkshire Hills Bancorp Inc,--,--,27.71
FFIC UW Equity,Flushing Financial Corp,--,--,23.72
CIX UA Equity,CompX International Inc,--,--,11.58
1811934D UN Equity,Media General Inc,--,--,18.43
PLAB UW Equity,Photronics Inc,--,--,10.31
ALTO UR Equity,Alto Ingredients Inc,--,--,6.91
SNDX UW Equity,Syndax Pharmaceuticals Inc,--,--,15.16
MIC UN Equity,Macquarie Infrastructure Corp,--,--,83.24
ALCO UW Equity,Alico Inc,--,--,26.86
ETM UN Equity,Entercom Communications Corp,--,--,12.94
OMN UN Equity,OMNOVA Solutions Inc,--,--,8.44
MDCA UW Equity,MDC Partners Inc,--,--,10.72
TESO UW Equity,Tesco Corp,--,--,8.16
VNCE UN Equity,Vince Holding Corp,--,--,5.64
BUSE UW Equity,First Busey Corp,--,--,22.6
CWCO UW Equity,Consolidated Water Co Ltd,--,--,11.62
NRE UN Equity,NorthStar Realty Europe Corp,--,--,10.95
MATX UN Equity,Matson Inc,--,--,39.88
IOSP UW Equity,Innospec Inc,--,--,60.81
ACBI UW Equity,Atlantic Capital Bancshares Inc,--,--,14.98
GSOL UW Equity,Global Sources Ltd,--,--,8.48
GLNG UW Equity,Golar LNG Ltd,--,--,21.2
HASI UN Equity,Hannon Armstrong Sustainable Infrastruct,--,--,23.37
GORO UA Equity,Gold Resource Corp,--,--,7.42
VA UW Equity,Virgin America Inc,--,--,53.51
INTEQ UN Equity,Intelsat SA,--,--,2.71
LUMO UQ Equity,Lumos Pharma Inc,--,--,15.02
AGNC UW Equity,AGNC Investment Corp,--,--,19.54
AOSL UW Equity,Alpha & Omega Semiconductor Ltd,--,--,21.72
MTGE UW Equity,MTGE Investment Corp,--,--,17.19
GCI UN Equity,Gannett Co Inc,--,--,15.5
CRCQQ UN Equity,California Resources Corp,--,--,12.5
CPS UN Equity,Cooper-Standard Holdings Inc,--,--,98.8
UIHC UR Equity,United Insurance Holdings Corp,--,--,16.98
HTLF UW Equity,Heartland Financial USA Inc,--,--,36.07
BSF UQ Equity,Bear State Financial Inc,--,--,9.19
OPCH UW Equity,Option Care Health Inc,--,--,2.89
HCI UN Equity,HCI Group Inc,--,--,30.36
WGRP UN Equity,Willbros Group Inc,--,--,1.88
FNLC UW Equity,First Bancorp Inc/The,--,--,23.97
BZH UN Equity,Beazer Homes USA Inc,--,--,11.66
ARAV UW Equity,Aravive Inc,--,--,12.25
GPK UN Equity,Graphic Packaging Holding Co,--,--,13.99
FDP UN Equity,Fresh Del Monte Produce Inc,--,--,59.9
PROV UW Equity,Provident Financial Holdings Inc,--,--,19.56
WLFC UQ Equity,Willis Lease Finance Corp,--,--,23.77
CSV UN Equity,Carriage Services Inc,--,--,23.65
RTEC UN Equity,Rudolph Technologies Inc,--,--,17.74
ALK UN Equity,Alaska Air Group Inc,--,--,65.86
FGL UN Equity,Fidelity & Guaranty Life,--,--,23.19
PAG UN Equity,Penske Automotive Group Inc,--,--,48.18
GLT UN Equity,Glatfelter Corp,--,--,21.68
CERS UQ Equity,Cerus Corp,--,--,6.21
VIRT UW Equity,Virtu Financial Inc,--,--,14.97
PLUS UW Equity,ePlus Inc,--,--,94.41
PRTY UN Equity,Party City Holdco Inc,--,--,17.12
OCN UN Equity,Ocwen Financial Corp,--,--,3.67
NUS UN Equity,Nu Skin Enterprises Inc,--,--,64.78
INBK UW Equity,First Internet Bancorp,--,--,23.09
HLIO UW Equity,Helios Technologies Inc,--,--,32.27
ASTE UW Equity,Astec Industries Inc,--,--,59.87
CVCY UR Equity,Central Valley Community Bancorp,--,--,15.86
ANIK UW Equity,Anika Therapeutics Inc,--,--,47.85
CENT UW Equity,Central Garden & Pet Co,--,--,26
SPPI UW Equity,Spectrum Pharmaceuticals Inc,--,--,4.67
PIRRQ UN Equity,Pier 1 Imports Inc,--,--,4.24
CNCE UQ Equity,Concert Pharmaceuticals Inc,--,--,10.11
FIBK UW Equity,First Interstate BancSystem Inc,--,--,31.51
BSRR UW Equity,Sierra Bancorp,--,--,18.76
LC UN Equity,LendingClub Corp,--,--,6.18
SFS UN Equity,Smart & Final Stores Inc,--,--,12.77
MDLY UN Equity,Medley Management Inc,--,--,8.41
CFG UN Equity,Citizens Financial Group Inc,--,--,24.71
LTS UA Equity,Ladenburg Thalmann Financial Services In,--,--,2.31
SSB UW Equity,South State Corp,--,--,75.04
MAR UW Equity,Marriott International Inc/MD,--,--,67.33
EMKR UQ Equity,EMCORE Corp,--,--,5.7
ORRF UR Equity,Orrstown Financial Services Inc,--,--,19.75
RMBS UW Equity,Rambus Inc,--,--,12.5
KPTI UW Equity,Karyopharm Therapeutics Inc,--,--,9.73
HOFT UW Equity,Hooker Furniture Corp,--,--,24.49
SHBI UW Equity,Shore Bancshares Inc,--,--,11.78
LBAI UW Equity,Lakeland Bancorp Inc,--,--,14.04
QADA UW Equity,QAD Inc,--,--,22.38
TPCO UQ Equity,Tribune Publishing Co,--,--,16.88
OSIR UQ Equity,Osiris Therapeutics Inc,--,--,4.96
FFWM UQ Equity,First Foundation Inc,--,--,24.67
SNC UW Equity,State National Cos Inc,--,--,11.12
CBMG UQ Equity,Cellular Biomedicine Group Inc,--,--,14.5
PDM UN Equity,Piedmont Office Realty Trust Inc,--,--,21.77
DGI UN Equity,DigitalGlobe Inc,--,--,27.5
PCBK UW Equity,Pacific Continental Corp,--,--,16.82
RNWK UW Equity,RealNetworks Inc,--,--,4.46
CWST UW Equity,Casella Waste Systems Inc,--,--,10.3
MBWM UW Equity,Mercantile Bank Corp,--,--,26.85
ALOG UW Equity,Analogic Corp,--,--,88.6
MBRG UR Equity,Middleburg Financial Corp,--,--,28.28
CHH UN Equity,Choice Hotels International Inc,--,--,45.08
TIVO UW Equity,TiVo Corp,--,--,19.48
CFFI UW Equity,C&F Financial Corp,--,--,43.08
ATSG UW Equity,Air Transport Services Group Inc,--,--,14.35
TWTR UN Equity,Twitter Inc,--,--,23.05
WRK UN Equity,Westrock Co,--,--,48.48
WCC UN Equity,WESCO International Inc,--,--,61.49
SAH UN Equity,Sonic Automotive Inc,--,--,18.8
CNXN UW Equity,PC Connection Inc,--,--,26.42
NUTR UW Equity,Nutraceutical International Corp,--,--,31.24
FLOW UN Equity,SPX FLOW Inc,--,--,30.92
NHC UA Equity,National HealthCare Corp,--,--,65.99
HFWA UW Equity,Heritage Financial Corp/WA,--,--,17.95
RLH UN Equity,Red Lion Hotels Corp,--,--,8.34
RMTI UQ Equity,Rockwell Medical Inc,--,--,6.7
OME UN Equity,Omega Protein Corp,--,--,23.37
AXDX UR Equity,Accelerate Diagnostics Inc,--,--,27.26
CRAI UW Equity,CRA International Inc,--,--,26.59
MCBC UW Equity,Macatawa Bank Corp,--,--,7.99
WFBI UR Equity,WashingtonFirst Bankshares Inc,--,--,24.61
OSPN UR Equity,OneSpan Inc,--,--,17.61
BNCN UR Equity,BNC Bancorp,--,--,24.32
PFBC UW Equity,Preferred Bank/Los Angeles CA,--,--,35.75
SP UW Equity,SP Plus Corp,--,--,25.57
IXYS UW Equity,IXYS Corp,--,--,12.05
ALLY UN Equity,Ally Financial Inc,--,--,19.47
STL UN Equity,Sterling Bancorp/DE,--,--,17.5
FNHC UQ Equity,FedNat Holding Co,--,--,18.69
AJX UN Equity,Great Ajax Corp,--,--,13.65
9995522D UW Equity,Office Depot Inc,--,--,--
GCBC UR Equity,Greene County Bancorp Inc,--,--,16.67
AMKR UW Equity,Amkor Technology Inc,--,--,9.72
SMMF UR Equity,Summit Financial Group Inc,--,--,19.16
EGBN UR Equity,Eagle Bancorp Inc,--,--,49.33
RESI UN Equity,Front Yard Residential Corp,--,--,10.9
PBF UN Equity,PBF Energy Inc,--,--,22.64
CFNL UW Equity,Cardinal Financial Corp,--,--,26.09
HTBK UW Equity,Heritage Commerce Corp,--,--,10.94
RBCAA UW Equity,Republic Bancorp Inc/KY,--,--,31.08
TWI UN Equity,Titan International Inc,--,--,10.12
CFX UN Equity,Colfax Corp,--,--,31.43
FSB UN Equity,Franklin Financial Network Inc,--,--,37.4
TVPT UN Equity,Travelport Worldwide Ltd,--,--,15.03
UCFC UW Equity,United Community Financial Corp/OH,--,--,7.11
HIFR UN Equity,InfraREIT Inc,--,--,18.14
ALX UN Equity,Alexander's Inc,--,--,419.6
PINC UW Equity,Premier Inc,--,--,32.34
PNK UW Equity,Pinnacle Entertainment Inc,--,--,12.34
